,Origin,Destination,Distance,Time
6243,43,104,336,5
6244,165,194,583,8
6245,3031,3139,221,3
6246,131,176,388,6
6247,17,145,289,5
6248,47,182,228,4
6249,3043,3107,300,5
6250,110,3132,260,4
6251,28,3086,235,4
6252,28,3127,456,7
6253,166,190,117,2
6254,3114,3122,173,3
6255,163,3060,519,8
6256,3016,3176,364,6
6257,47,60,185,3
6258,129,3177,280,4
6259,142,3191,228,4
6260,68,3066,29,1
6261,116,177,181,3
6262,3053,3192,93,2
6263,21,3066,173,3
6264,27,3101,645,12
6265,166,170,383,6
6266,111,145,232,3
6267,3076,3146,371,6
6268,158,3116,311,5
6269,66,182,74,1
6270,110,3145,33,1
6271,62,3021,149,3
6272,191,3041,89,1
6273,3070,3116,307,5
6274,3145,3185,132,2
6275,75,85,58,1
6276,142,3054,116,2
6277,3054,3177,119,2
6278,21,3165,517,8
6279,100,3082,30,1
6280,3122,3146,227,3
6281,156,3127,544,8
6282,88,146,371,6
6283,70,3044,145,2
6284,181,3044,232,4
6285,3069,3127,294,4
6286,47,146,354,5
6287,3023,3112,247,4
6288,108,3068,54,1
6289,136,165,245,4
6290,158,3145,58,1
6291,29,31,39,1
6292,21,166,447,7
6293,3060,3106,0,0
6294,70,3023,32,1
6295,64,3194,167,3
6296,181,3023,119,2
6297,20,3142,150,2
6298,125,139,273,5
6299,171,3024,277,4
6300,3069,3085,140,2
6301,17,194,145,2
6302,25,166,101,2
6303,142,3139,0,0
6304,3053,3127,386,7
6305,117,3135,530,8
6306,165,3107,423,6
6307,122,125,98,2
6308,20,193,277,4
6309,24,122,198,3
6310,44,61,575,9
6311,62,116,58,1
6312,3026,3086,150,2
6313,115,3177,135,2
6314,3044,3075,0,0
6315,3031,3117,344,6
6316,28,3190,270,4
6317,11,89,382,6
6318,31,3026,289,5
6319,146,3150,255,4
6320,3068,3114,98,2
6321,53,127,167,3
6322,28,3085,47,1
6323,3043,3122,157,3
6324,152,3011,196,3
6325,37,70,145,2
6326,37,181,228,4
6327,53,191,89,1
6328,41,170,470,7
6329,17,3176,283,5
6330,100,110,7,0
6331,114,3146,337,5
6332,132,3035,166,3
6333,3044,3101,516,7
6334,62,3029,115,2
6335,35,53,221,3
6336,17,72,202,3
6337,179,3041,440,7
6338,54,3065,170,3
6339,64,158,152,3
6340,3065,3177,166,3
6341,3166,3194,167,3
6342,24,135,297,4
6343,11,29,423,6
6344,40,81,390,6
6345,66,3118,81,2
6346,122,3112,277,4
6347,185,3070,145,2
6348,72,185,237,4
6349,3054,3131,247,4
6350,75,3192,370,6
6351,3023,3149,247,4
6352,3037,3086,52,1
6353,3060,3127,421,6
6354,85,3145,19,0
6355,3076,3176,241,4
6356,16,139,165,3
6357,132,3145,0,0
6358,182,3179,394,6
6359,146,3107,329,5
6360,3043,3071,322,6
6361,110,3018,229,4
6362,66,3177,166,3
6363,110,3054,39,1
6364,149,193,277,4
6365,111,3156,232,3
6366,3028,3108,0,0
6367,44,146,739,11
6368,106,3021,0,0
6369,41,100,286,4
6370,76,135,240,4
6371,192,3107,94,2
6372,88,190,167,3
6373,165,3065,426,6
6374,129,132,251,4
6375,70,3085,194,3
6376,89,3117,180,3
6377,54,60,150,2
6378,181,3085,281,5
6379,194,3109,196,3
6380,3016,3071,213,3
6381,115,3149,257,4
6382,3145,3177,166,3
6383,182,3150,311,5
6384,25,3081,300,5
6385,53,76,145,2
6386,110,3017,204,3
6387,100,131,254,4
6388,3069,3152,306,5
6389,53,192,236,4
6390,81,88,153,2
6391,24,190,53,1
6392,3043,3069,157,3
6393,3109,3129,162,2
6394,100,182,90,2
6395,158,3035,149,3
6396,3034,3081,109,2
6397,3024,3040,280,4
6398,117,3068,450,7
6399,185,3017,64,1
6400,66,193,34,1
6401,149,3177,280,4
6402,3054,3070,32,1
6403,190,3017,301,5
6404,3152,3179,485,7
6405,85,108,66,1
6406,86,193,67,1
6407,122,3146,354,5
6408,179,3109,258,4
6409,76,3031,345,5
6410,40,158,314,5
6411,74,3122,169,3
6412,88,3179,238,4
6413,29,3034,0,0
6414,24,3020,43,1
6415,16,111,398,6
6416,18,3026,407,6
6417,70,3076,70,1
6418,181,3076,157,3
6419,165,181,359,5
6420,60,3177,182,3
6421,24,60,16,0
6422,3026,3108,0,0
6423,85,3018,267,4
6424,107,3066,173,3
6425,3104,3176,293,5
6426,76,3081,213,3
6427,24,41,296,4
6428,18,3086,268,4
6429,145,3043,461,8
6430,34,76,229,4
6431,3034,3085,53,1
6432,104,3075,171,3
6433,18,3103,58,1
6434,3040,3102,257,4
6435,34,142,88,1
6436,139,170,260,4
6437,66,3034,166,3
6438,17,3071,132,2
6439,41,116,283,4
6440,3020,3065,73,1
6441,3020,3075,237,4
6442,111,132,379,6
6443,3023,3117,170,3
6444,44,3043,398,8
6445,3066,3085,97,2
6446,81,3082,65,1
6447,115,3021,135,2
6448,17,129,274,4
6449,21,3191,352,6
6450,35,185,221,3
6451,20,146,83,1
6452,3142,3158,140,3
6453,3054,3122,134,2
6454,142,3060,0,0
6455,125,3086,263,4
6456,3066,3194,117,2
6457,17,85,151,3
6458,152,170,242,4
6459,115,3131,257,4
6460,3016,3054,162,3
6461,3107,3122,145,2
6462,60,193,51,1
6463,3136,3146,354,5
6464,54,3069,306,5
6465,11,34,466,7
6466,34,3146,398,6
6467,62,106,149,3
6468,132,3081,233,4
6469,47,122,0,0
6470,194,3068,181,3
6471,3109,3118,198,3
6472,74,100,32,1
6473,165,3163,62,1
6474,66,171,166,3
6475,3132,3191,201,3
6476,20,3158,278,5
6477,132,3139,166,3
6478,25,106,232,4
6479,145,3075,322,5
6480,3061,3101,492,7
6481,28,3034,78,1
6482,3037,3066,89,2
6483,107,3085,137,2
6484,85,3037,52,1
6485,125,3061,109,2
6486,110,116,33,1
6487,3011,3016,59,1
6488,3029,3171,201,3
6489,3116,3156,485,7
6490,3060,3185,39,1
6491,61,3139,149,3
6492,136,166,271,4
6493,192,3069,211,3
6494,44,150,382,6
6495,3041,3193,390,6
6496,115,163,400,6
6497,130,3116,253,4
6498,106,3108,27,1
6499,165,3021,518,7
6500,3068,3070,70,1
6501,11,3181,320,5
6502,158,3031,348,5
6503,85,106,182,3
6504,150,3132,332,5
6505,81,171,229,4
6506,3101,3109,389,6
6507,35,114,336,5
6508,171,190,242,4
6509,145,3142,298,5
6510,35,103,405,6
6511,106,130,129,2
6512,111,3107,393,6
6513,125,158,230,4
6514,139,3171,270,5
6515,3017,3181,289,5
6516,75,3028,171,3
6517,3053,3116,239,4
6518,44,185,428,6
6519,64,3020,236,4
6520,132,3011,179,3
6521,152,3035,182,3
6522,69,176,239,4
6523,136,3185,276,4
6524,47,149,277,4
6525,85,111,366,5
6526,3044,3044,0,0
6527,3103,3109,186,3
6528,129,3179,401,6
6529,24,85,16,0
6530,74,3142,377,6
6531,117,3193,311,5
6532,18,163,605,9
6533,3021,3026,322,5
6534,3069,3176,301,5
6535,3034,3103,98,2
6536,3074,3081,85,2
6537,31,3066,14,0
6538,21,3139,168,3
6539,61,165,459,7
6540,40,3177,166,3
6541,66,3054,53,1
6542,110,3177,144,2
6543,171,3017,64,1
6544,3035,3185,39,1
6545,61,3061,134,2
6546,179,3150,271,4
6547,3011,3020,248,4
6548,3011,3076,88,1
6549,17,135,224,3
6550,129,3018,324,5
6551,3086,3176,142,2
6552,3129,3191,372,6
6553,81,131,269,4
6554,41,3185,379,6
6555,142,3129,288,4
6556,37,3131,277,4
6557,129,3145,251,4
6558,3021,3024,277,4
6559,68,104,98,2
6560,69,86,401,6
6561,70,3026,0,0
6562,181,3026,101,2
6563,64,146,354,5
6564,35,125,181,3
6565,115,3150,400,6
6566,3066,3149,283,4
6567,3181,3191,0,0
6568,35,3085,166,2
6569,106,170,64,1
6570,3131,3181,201,3
6571,66,3065,0,0
6572,190,3031,441,7
6573,146,3177,355,5
6574,3034,3075,0,0
6575,86,3076,123,2
6576,31,191,123,2
6577,28,193,191,3
6578,132,3191,74,1
6579,72,3043,366,6
6580,177,3021,287,5
6581,3152,3165,303,5
6582,127,3127,377,6
6583,185,3031,221,3
6584,21,3071,291,5
6585,3035,3102,257,4
6586,3053,3081,149,2
6587,106,190,242,4
6588,18,131,322,5
6589,149,163,332,5
6590,3021,3108,27,1
6591,125,3070,224,4
6592,3131,3139,280,4
6593,122,3086,185,3
6594,3053,3181,365,6
6595,3075,3139,0,0
6596,3041,3194,329,5
6597,3020,3122,211,3
6598,104,3020,68,1
6599,25,108,116,2
6600,47,76,145,2
6601,69,146,75,1
6602,11,3145,370,6
6603,76,89,78,1
6604,3070,3193,85,2
6605,185,3171,166,3
6606,35,68,278,4
6607,125,3131,332,5
6608,89,3116,382,6
6609,62,103,268,4
6610,176,3060,480,7
6611,139,152,350,5
6612,3117,3135,220,3
6613,72,3023,123,2
6614,74,88,90,2
6615,88,136,290,4
6616,3146,3177,355,5
6617,182,3066,184,3
6618,34,139,234,4
6619,3102,3106,257,4
6620,3086,3181,81,2
6621,191,3053,200,3
6622,68,3016,123,2
6623,194,3176,422,6
6624,100,3181,90,2
6625,21,3016,142,2
6626,3074,3108,104,2
6627,27,3145,311,8
6628,194,3193,333,5
6629,3023,3060,119,2
6630,3024,3177,280,4
6631,75,176,316,5
6632,3020,3081,304,5
6633,72,114,103,2
6634,88,3035,76,1
6635,53,3142,421,6
6636,47,142,0,0
6637,72,111,327,5
6638,132,3041,331,5
6639,28,54,0,0
6640,54,69,298,5
6641,70,3142,373,6
6642,28,3181,278,5
6643,181,3142,328,5
6644,3017,3176,378,6
6645,76,3185,111,2
6646,110,3185,110,2
6647,146,3146,0,0
6648,3035,3177,0,0
6649,3016,3082,213,3
6650,3107,3152,0,0
6651,114,3185,101,2
6652,145,3020,111,2
6653,104,3150,382,6
6654,88,127,91,2
6655,47,127,167,3
6656,3069,3107,145,2
6657,11,3176,293,5
6658,62,125,228,4
6659,27,193,286,7
6660,110,131,260,4
6661,3034,3071,167,3
6662,191,3069,175,3
6663,190,3102,30,1
6664,3066,3176,268,4
6665,111,3117,360,5
6666,3035,3061,17,0
6667,88,100,63,1
6668,26,104,140,2
6669,64,64,0,0
6670,3053,3149,244,5
6671,75,3158,251,4
6672,165,3034,518,7
6673,3054,3191,117,2
6674,3102,3127,361,6
6675,34,152,268,4
6676,68,3104,416,7
6677,146,3020,320,5
6678,130,158,179,3
6679,100,3136,139,2
6680,89,3129,385,6
6681,110,3102,126,2
6682,142,181,228,4
6683,11,194,488,7
6684,122,3029,39,1
6685,31,60,151,3
6686,34,3037,222,4
6687,3011,3035,55,1
6688,89,193,89,2
6689,75,3112,218,3
6690,29,114,135,2
6691,43,3191,390,6
6692,100,111,398,6
6693,100,171,139,2
6694,158,3117,202,3
6695,53,190,242,4
6696,64,72,236,4
6697,107,139,121,2
6698,3026,3146,260,4
6699,3044,3158,410,6
6700,3114,3135,185,3
6701,53,146,354,5
6702,107,3179,150,2
6703,61,139,335,5
6704,47,129,277,4
6705,88,170,136,2
6706,145,3192,522,8
6707,170,3107,205,3
6708,3018,3106,88,1
6709,107,3109,135,3
6710,114,3104,382,6
6711,115,3109,150,3
6712,108,176,362,5
6713,69,3171,544,8
6714,54,81,0,0
6715,104,110,40,1
6716,130,3061,107,2
6717,142,3117,255,4
6718,76,3165,423,6
6719,3150,3166,519,8
6720,64,3018,89,1
6721,166,3023,209,3
6722,20,116,251,4
6723,107,3171,150,2
6724,24,3054,85,1
6725,41,3129,534,8
6726,75,3040,170,3
6727,142,3185,39,1
6728,152,152,0,0
6729,3040,3152,322,5
6730,135,3181,217,4
6731,17,3029,0,0
6732,3041,3108,193,3
6733,3029,3054,81,1
6734,108,3011,143,2
6735,100,3156,185,3
6736,3074,3075,131,2
6737,34,3104,465,7
6738,3017,3043,227,3
6739,3081,3086,253,4
6740,116,3061,151,2
6741,25,3041,398,6
6742,31,3035,39,1
6743,69,3179,544,8
6744,3109,3112,151,2
6745,177,3034,287,5
6746,64,108,127,2
6747,3131,3190,263,4
6748,35,171,221,3
6749,182,3135,245,4
6750,3035,3139,0,0
6751,146,3017,375,5
6752,17,3191,194,3
6753,21,129,279,5
6754,53,3152,322,5
6755,3102,3109,245,4
6756,18,116,250,4
6757,3149,3190,263,4
6758,69,3074,294,4
6759,41,3103,504,7
6760,70,3166,145,2
6761,181,3166,232,4
6762,60,3193,81,2
6763,76,3061,130,2
6764,60,3114,12,0
6765,110,3061,129,2
6766,117,3156,232,3
6767,179,3129,419,6
6768,3074,3117,139,2
6769,20,37,280,4
6770,25,44,656,10
6771,110,3082,33,1
6772,3043,3135,207,3
6773,152,3118,97,2
6774,40,3060,166,3
6775,103,3028,190,3
6776,3017,3053,227,3
6777,3017,3142,444,6
6778,85,194,288,5
6779,179,194,380,6
6780,89,3193,71,1
6781,177,3071,181,3
6782,70,176,336,5
6783,170,3139,66,1
6784,64,3070,145,2
6785,24,3061,183,3
6786,3135,3156,336,5
6787,158,3082,58,1
6788,156,3136,166,3
6789,142,3024,277,4
6790,29,192,236,4
6791,3029,3037,104,2
6792,89,158,116,2
6793,3031,3166,221,3
6794,3035,3071,167,3
6795,3028,3163,226,4
6796,3086,3116,344,5
6797,115,3082,32,1
6798,70,3031,345,5
6799,181,3031,432,7
6800,76,3117,167,3
6801,3034,3129,288,4
6802,29,108,127,2
6803,166,179,62,1
6804,3074,3179,253,4
6805,177,3041,453,7
6806,60,88,107,2
6807,64,3146,354,5
6808,103,149,91,2
6809,3117,3146,167,3
6810,190,3107,100,2
6811,3132,3190,263,4
6812,170,3054,177,3
6813,11,3190,382,6
6814,152,3136,182,3
6815,41,165,145,2
6816,116,3171,327,5
6817,3041,3074,254,4
6818,74,3146,332,5
6819,166,181,101,2
6820,3156,3190,122,2
6821,190,3185,208,3
6822,3117,3129,287,4
6823,3034,3146,354,5
6824,3066,3150,480,7
6825,3018,3156,407,6
6826,127,3194,0,0
6827,106,3194,167,3
6828,145,3037,0,0
6829,3044,3081,109,2
6830,131,3023,247,4
6831,17,68,42,1
6832,27,3136,172,5
6833,149,156,401,6
6834,165,3136,518,7
6835,75,3106,170,3
6836,29,136,277,4
6837,182,3060,232,4
6838,54,142,322,5
6839,86,3037,65,1
6840,3081,3108,84,1
6841,16,3158,344,6
6842,31,3139,39,1
6843,3021,3146,354,5
6844,74,150,245,4
6845,41,193,309,5
6846,11,3194,370,6
6847,139,3044,291,4
6848,24,3011,212,4
6849,185,3074,129,2
6850,3061,3190,205,3
6851,20,177,190,3
6852,163,3043,567,9
6853,53,74,167,3
6854,26,47,39,1
6855,64,66,167,3
6856,89,3131,262,4
6857,152,163,366,5
6858,3118,3158,339,5
6859,89,171,221,4
6860,61,3118,27,1
6861,76,3190,78,1
6862,75,150,250,4
6863,89,149,262,4
6864,31,3076,42,1
6865,165,3041,643,9
6866,3018,3176,400,6
6867,3037,3135,152,3
6868,3054,3060,119,2
6869,3104,3171,544,8
6870,182,3117,121,2
6871,117,3021,519,8
6872,3011,3065,178,3
6873,44,3053,398,8
6874,3031,3041,109,3
6875,3103,3163,570,8
6876,3142,3146,75,1
6877,3112,3116,401,6
6878,75,107,295,5
6879,41,64,410,6
6880,107,177,409,6
6881,3156,3177,322,5
6882,107,3061,143,2
6883,115,131,257,4
6884,18,3018,0,0
6885,3054,3116,281,4
6886,26,3106,39,1
6887,11,139,385,6
6888,149,3114,247,4
6889,132,182,74,1
6890,61,190,136,2
6891,70,3086,43,1
6892,131,3085,289,4
6893,181,3086,82,2
6894,3139,3166,0,0
6895,107,3023,240,4
6896,81,3150,339,5
6897,18,115,218,4
6898,3028,3116,485,7
6899,17,114,101,2
6900,3016,3181,275,4
6901,43,3109,254,4
6902,136,182,201,3
6903,54,125,402,6
6904,176,3129,624,9
6905,18,72,319,5
6906,26,69,418,6
6907,66,100,32,1
6908,3054,3165,444,6
6909,103,3135,280,4
6910,145,177,91,2
6911,16,53,304,5
6912,18,3176,400,6
6913,74,3076,90,2
6914,142,171,0,0
6915,85,3152,150,2
6916,145,3127,298,5
6917,149,3145,251,4
6918,166,3107,0,0
6919,27,70,289,7
6920,27,181,373,9
6921,61,74,58,1
6922,152,3149,258,4
6923,85,193,51,1
6924,149,3065,251,4
6925,150,3066,141,2
6926,103,3108,301,4
6927,64,127,167,3
6928,3106,3117,255,4
6929,35,3075,221,3
6930,74,3040,166,3
6931,85,3194,19,0
6932,103,135,137,3
6933,111,115,398,6
6934,129,3026,271,4
6935,44,3135,436,6
6936,34,149,322,5
6937,177,3043,394,7
6938,3070,3086,43,1
6939,29,3185,39,1
6940,194,3107,251,4
6941,156,3146,477,7
6942,176,3031,679,10
6943,182,3190,72,1
6944,3069,3146,227,3
6945,3020,3192,436,7
6946,17,115,101,2
6947,115,3165,431,6
6948,3026,3104,298,5
6949,11,3165,97,1
6950,66,3035,166,3
6951,26,3146,350,5
6952,66,70,25,1
6953,66,181,74,1
6954,17,3043,248,4
6955,127,3107,25,1
6956,3040,3076,76,1
6957,115,3020,102,2
6958,3016,3163,522,8
6959,3061,3085,66,1
6960,25,25,0,0
6961,43,130,254,4
6962,115,3193,94,2
6963,43,3070,311,5
6964,3101,3156,303,5
6965,89,129,262,4
6966,62,3102,151,3
6967,139,3024,240,4
6968,3026,3142,298,5
6969,3109,3190,225,3
6970,37,3075,0,0
6971,69,127,370,6
6972,3024,3029,276,4
6973,171,3103,98,2
6974,156,193,303,5
6975,3041,3149,402,6
6976,24,139,363,5
6977,3139,3176,317,5
6978,28,3081,119,2
6979,25,176,257,4
6980,3016,3158,457,7
6981,3026,3116,485,7
6982,125,3145,244,4
6983,3018,3054,199,3
6984,103,136,91,2
6985,136,185,280,4
6986,3150,3194,379,6
6987,100,156,301,5
6988,108,115,27,1
6989,54,3017,383,6
6990,37,3101,516,7
6991,3114,3179,333,5
6992,89,3156,122,2
6993,3086,3171,344,5
6994,117,117,0,0
6995,18,3132,322,5
6996,3069,3070,145,2
6997,150,3194,244,4
6998,68,3112,290,4
6999,193,3142,403,6
7000,3102,3171,419,6
7001,24,72,43,1
7002,146,194,421,6
7003,29,85,185,3
7004,11,69,0,0
7005,192,3145,73,1
7006,26,3181,194,3
7007,69,3066,428,6
7008,3102,3193,73,1
7009,31,177,255,4
7010,3107,3194,25,1
7011,166,177,91,2
7012,24,136,281,4
7013,115,3145,32,1
7014,3061,3194,151,2
7015,69,3103,477,7
7016,106,192,236,4
7017,3053,3139,252,4
7018,27,3023,264,7
7019,115,185,135,2
7020,18,182,311,5
7021,3086,3194,19,0
7022,11,75,337,5
7023,21,3029,163,2
7024,34,136,322,5
7025,127,3074,169,3
7026,43,3018,86,1
7027,139,165,478,7
7028,192,3017,296,5
7029,3103,3194,247,4
7030,60,3035,182,3
7031,17,3066,14,0
7032,81,179,100,2
7033,132,3166,166,3
7034,3071,3101,426,6
7035,3127,3176,293,5
7036,69,152,373,6
7037,3068,3165,483,7
7038,3086,3166,182,3
7039,54,3145,170,3
7040,69,3129,385,6
7041,68,3156,247,4
7042,100,3139,139,2
7043,21,3156,447,7
7044,135,3085,237,4
7045,54,3070,0,0
7046,142,3146,354,5
7047,40,190,404,6
7048,75,3075,170,3
7049,81,165,425,6
7050,18,27,117,5
7051,158,3043,358,6
7052,3127,3171,544,8
7053,110,191,229,4
7054,25,115,99,2
7055,3069,3192,210,4
7056,3103,3158,505,7
7057,107,125,153,2
7058,139,3122,163,2
7059,34,108,211,3
7060,100,3054,29,1
7061,176,3075,480,7
7062,111,3101,95,1
7063,171,3069,129,2
7064,3081,3193,295,5
7065,17,40,201,3
7066,136,3041,406,6
7067,3179,3191,390,6
7068,3127,3142,0,0
7069,142,142,0,0
7070,64,3142,421,6
7071,192,3070,94,2
7072,31,89,186,3
7073,25,3028,101,2
7074,150,3086,263,4
7075,156,156,0,0
7076,3016,3116,117,2
7077,85,110,51,1
7078,3028,3181,101,2
7079,29,3108,27,1
7080,86,3065,35,1
7081,89,3163,341,5
7082,3016,3026,370,6
7083,3112,3171,401,6
7084,11,3061,398,6
7085,104,3131,249,4
7086,16,3185,301,5
7087,170,3065,227,4
7088,3086,3192,382,6
7089,100,3068,63,1
7090,88,111,453,7
7091,104,149,249,4
7092,72,176,273,4
7093,114,185,135,2
7094,3107,3142,373,6
7095,34,114,218,4
7096,20,3108,252,4
7097,125,3081,122,3
7098,3118,3152,237,4
7099,3106,3194,167,3
7100,18,127,250,4
7101,40,3179,0,0
7102,88,158,76,1
7103,75,190,106,2
7104,3112,3179,401,6
7105,43,3146,478,7
7106,145,3028,0,0
7107,81,3041,395,6
7108,69,114,375,6
7109,100,100,0,0
7110,34,193,225,4
7111,3053,3068,285,4
7112,190,3131,267,4
7113,182,3026,101,2
7114,3082,3104,377,6
7115,3104,3163,148,2
7116,114,3066,86,2
7117,3041,3101,640,9
7118,85,177,188,3
7119,150,3163,567,9
7120,3024,3074,151,2
7121,27,28,106,4
7122,3065,3101,426,6
7123,40,85,347,5
7124,129,3135,232,3
7125,43,142,167,3
7126,3081,3176,385,6
7127,41,3150,114,2
7128,60,194,288,5
7129,85,139,347,5
7130,150,3190,298,5
7131,122,3132,277,4
7132,116,3190,58,1
7133,24,3192,398,6
7134,170,3194,227,4
7135,3103,3122,186,3
7136,74,104,7,0
7137,75,3146,299,4
7138,70,114,7,0
7139,11,28,456,7
7140,24,115,65,1
7141,130,3192,210,4
7142,114,127,32,1
7143,20,190,265,4
7144,166,3029,289,5
7145,131,3142,150,2
7146,24,179,120,2
7147,3044,3117,255,4
7148,125,142,97,2
7149,3020,3166,237,4
7150,54,3085,372,6
7151,61,3106,149,3
7152,37,3150,521,8
7153,88,193,66,1
7154,86,191,283,5
7155,3109,3171,253,4
7156,100,3135,152,3
7157,150,3031,181,3
7158,3054,3075,119,2
7159,111,3017,578,9
7160,54,70,0,0
7161,54,181,101,2
7162,107,3194,291,5
7163,3065,3179,327,5
7164,3127,3152,298,5
7165,117,3086,366,5
7166,25,3104,328,5
7167,171,3117,255,4
7168,3031,3104,499,8
7169,24,171,198,3
7170,106,3190,220,4
7171,132,3107,25,1
7172,150,176,557,8
7173,177,3192,485,8
7174,130,3053,157,3
7175,3082,3127,377,6
7176,3054,3101,444,6
7177,3102,3118,172,3
7178,142,3131,277,4
7179,136,3082,251,4
7180,117,3082,379,6
7181,3118,3127,431,7
7182,18,136,322,5
7183,21,88,201,3
7184,34,171,88,1
7185,60,3116,344,5
7186,104,3034,171,3
7187,163,3066,478,7
7188,76,171,145,2
7189,89,122,221,4
7190,142,170,64,1
7191,61,3136,149,3
7192,182,3053,370,6
7193,47,3024,277,4
7194,3127,3191,320,5
7195,149,3129,242,4
7196,66,194,272,4
7197,81,3171,390,6
7198,3017,3117,290,4
7199,115,3018,219,4
7200,40,3016,116,2
7201,3061,3102,242,4
7202,75,3081,238,4
7203,70,107,269,4
7204,3163,3176,226,4
7205,130,3194,169,3
7206,29,163,521,8
7207,27,3065,311,8
7208,53,3069,129,2
7209,3060,3165,516,7
7210,3020,3176,103,2
7211,129,3142,150,2
7212,136,3076,290,4
7213,72,166,111,2
7214,26,166,289,5
7215,62,190,136,2
7216,64,3068,76,1
7217,76,3145,25,1
7218,3034,3066,48,1
7219,114,114,0,0
7220,68,158,76,1
7221,61,64,149,3
7222,145,165,303,5
7223,3136,3191,228,4
7224,3040,3135,55,1
7225,135,3065,262,4
7226,66,3041,331,5
7227,194,3122,196,3
7228,35,3166,221,3
7229,25,3192,432,7
7230,3021,3149,277,4
7231,31,3028,289,5
7232,3037,3166,138,2
7233,24,3145,35,1
7234,106,3158,410,6
7235,111,163,0,0
7236,3131,3185,276,4
7237,81,3166,229,4
7238,132,179,121,2
7239,68,111,453,7
7240,111,3065,379,6
7241,3071,3179,327,5
7242,81,3068,153,2
7243,3029,3118,136,2
7244,135,3171,349,5
7245,3075,3114,174,3
7246,69,3053,388,7
7247,72,75,76,2
7248,31,3165,500,7
7249,171,182,228,4
7250,26,3185,0,0
7251,44,3076,500,7
7252,3020,3158,253,4
7253,103,142,317,5
7254,3066,3171,209,3
7255,54,3074,306,5
7256,20,43,406,6
7257,127,3176,163,2
7258,129,3190,263,4
7259,185,3023,116,2
7260,115,3065,32,1
7261,88,3116,238,4
7262,110,3165,434,7
7263,66,163,378,6
7264,11,35,497,8
7265,76,3131,249,4
7266,142,3035,0,0
7267,3081,3103,128,3
7268,16,3103,359,6
7269,194,3165,582,8
7270,24,3193,90,2
7271,16,132,316,5
7272,165,3106,518,7
7273,3043,3152,461,8
7274,190,3029,208,3
7275,110,166,203,3
7276,81,136,269,4
7277,3074,3149,151,2
7278,74,149,252,4
7279,194,3028,429,7
7280,104,165,423,6
7281,3021,3068,76,1
7282,3101,3192,592,9
7283,47,3177,0,0
7284,3044,3069,129,2
7285,72,3194,73,1
7286,142,3108,27,1
7287,37,3026,322,5
7288,170,3031,167,3
7289,68,3086,109,2
7290,182,3021,232,4
7291,131,3031,354,6
7292,69,116,370,6
7293,3101,3193,359,5
7294,18,3065,250,4
7295,122,3102,257,4
7296,16,89,328,5
7297,88,3156,247,4
7298,47,3156,322,5
7299,3071,3075,166,3
7300,11,85,373,6
7301,16,171,304,5
7302,37,3112,277,4
7303,100,3127,380,6
7304,130,3176,301,5
7305,25,3068,157,3
7306,3043,3150,568,9
7307,130,3165,389,6
7308,3065,3150,378,6
7309,20,86,282,4
7310,136,3177,280,4
7311,104,3122,173,3
7312,3017,3066,110,2
7313,66,135,263,4
7314,146,3106,355,5
7315,115,145,189,3
7316,185,3150,521,8
7317,3165,3176,303,5
7318,88,194,182,3
7319,62,150,228,4
7320,3020,3107,94,2
7321,85,179,127,2
7322,158,3060,149,3
7323,26,31,0,0
7324,34,85,268,4
7325,170,170,0,0
7326,179,3114,117,2
7327,88,3129,297,5
7328,76,3118,56,1
7329,81,3135,242,4
7330,170,3017,0,0
7331,53,3107,145,2
7332,17,3102,223,4
7333,114,3118,50,1
7334,47,171,0,0
7335,111,3075,519,8
7336,132,3156,170,3
7337,170,190,303,5
7338,182,3177,232,4
7339,3011,3193,240,4
7340,108,3171,291,5
7341,16,3102,328,5
7342,62,3016,196,3
7343,3034,3190,220,4
7344,34,3034,88,1
7345,72,3192,436,7
7346,156,3020,398,6
7347,3041,3104,545,8
7348,3071,3071,0,0
7349,86,106,198,3
7350,114,3018,219,4
7351,47,3021,0,0
7352,3029,3031,238,4
7353,60,158,77,2
7354,103,163,301,4
7355,158,3076,73,1
7356,108,3018,214,3
7357,3029,3191,194,3
7358,110,3152,203,3
7359,24,3034,198,3
7360,170,182,289,5
7361,111,146,254,4
7362,3054,3150,414,6
7363,3081,3116,154,3
7364,117,3066,478,7
7365,100,127,30,1
7366,3028,3074,306,5
7367,3017,3085,19,1
7368,89,3166,221,4
7369,3118,3149,306,5
7370,3104,3122,294,4
7371,26,3020,202,3
7372,17,171,39,1
7373,182,3044,232,4
7374,40,3086,347,5
7375,150,193,220,4
7376,166,3158,162,3
7377,177,3023,200,3
7378,193,3037,30,1
7379,3116,3181,390,6
7380,135,156,349,5
7381,104,3107,32,1
7382,54,131,271,4
7383,40,104,336,5
7384,26,68,42,1
7385,53,111,521,8
7386,75,3108,155,3
7387,3017,3127,444,6
7388,11,170,442,6
7389,131,3086,255,4
7390,3023,3190,107,2
7391,146,3191,282,4
7392,47,3109,129,2
7393,17,3142,418,6
7394,156,3086,347,5
7395,16,69,217,3
7396,69,170,442,6
7397,192,3065,73,1
7398,28,110,194,3
7399,114,3074,150,3
7400,117,185,519,8
7401,64,88,76,1
7402,11,3131,150,2
7403,104,3061,157,3
7404,130,176,463,7
7405,182,3118,147,3
7406,3081,3117,218,4
7407,3060,3061,17,0
7408,60,3179,344,5
7409,17,132,132,2
7410,3034,3117,255,4
7411,76,3177,145,2
7412,135,3035,227,3
